ASMID,ORIG SPECIES,MODIFIED SPECIES,ORIG STRAIN,MODIFIED STRAIN
GCA_015228055.1_ASM1522805v1,Fusarium oxysporum f. sp. spinaciae,Fusarium oxysporum f. sp. spinaciae,MF15,MF15
GCA_015228045.1_ASM1522804v1,Fusarium oxysporum f. sp. spinaciae,Fusarium oxysporum f. sp. spinaciae,MF34,MF34
GCA_015227905.1_ASM1522790v1,Fusarium oxysporum f. sp. spinaciae,Fusarium oxysporum f. sp. spinaciae,MF42,MF42
GCA_025216545.1_ASM2521654v1,Fusarium oxysporum,Fusarium oxysporum,VPRI44294,VPRI44294
GCA_025203105.1_ASM2520310v1,Fusarium oxysporum,Fusarium oxysporum,VPRI44258,VPRI44258
GCA_002233805.1_Fotul_Tu67,Fusarium oxysporum f. sp. tulipae,Fusarium oxysporum f. sp. tulipae,Tu67,Tu67
GCA_025203085.1_ASM2520308v1,Fusarium oxysporum f. sp. tulipae,Fusarium oxysporum f. sp. tulipae,VPRI44263,VPRI44263
GCA_025203025.1_ASM2520302v1,Fusarium oxysporum f. sp. tulipae,Fusarium oxysporum f. sp. tulipae,VPRI44264,VPRI44264
GCA_025203045.1_ASM2520304v1,Fusarium oxysporum f. sp. tulipae,Fusarium oxysporum f. sp. tulipae,VPRI44265,VPRI44265
GCA_025217225.1_ASM2521722v1,Fusarium oxysporum,Fusarium oxysporum,VPRI44266,VPRI44266
GCA_052324365.1_FUSAVN_CRC,Fusarium oxysporum f. sp. vanillae,Fusarium oxysporum f. sp. vanillae,CRC,CRC
GCA_052324385.1_FUSAVN_CRD,Fusarium oxysporum f. sp. vanillae,Fusarium oxysporum f. sp. vanillae,CRD,CRD
GCA_052324405.1_FUSAVN_6706,Fusarium oxysporum f. sp. vanillae,Fusarium oxysporum f. sp. vanillae,RBG 6706,RBG 6706
GCA_052324425.1_FUSAVN_6780,Fusarium oxysporum f. sp. vanillae,Fusarium oxysporum f. sp. vanillae,RBG 6780,RBG 6780
GCA_052324445.1_FUSAVN_6837,Fusarium oxysporum,Fusarium oxysporum,RBG 6837,RBG 6837
GCA_009602625.1_ASM960262v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,14-004,14-004
GCA_032878545.1_FOV4_152J_1.0,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,15-2J,15-2J
GCA_051943265.1_ASM5194326v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,2051,2051
GCA_052056945.1_ASM5205694v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,2053,2053
GCA_051943305.1_ASM5194330v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,5xtra,5xtra
GCA_009602635.1_ASM960263v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,89-1A,89-1A
GCA_051943285.1_ASM5194328v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,CH1969,CH1969
GCA_051943225.1_ASM5194322v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,CH9170,CH9170
GCA_038050555.1_ASM3805055v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,F17,F17
GCA_052056995.1_ASM5205699v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,F4AB,F4AB
GCA_009602615.1_ASM960261v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,LA1E,LA1E
GCA_009602545.1_ASM960254v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,LA3B,LA3B
GCA_030719095.1_ASM3071909v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,ME23,ME23
GCA_012610835.1_USDA_Fov1_1.0,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,NRRL 25420,NRRL 25420
GCA_012610785.1_USDA_Fov5_1.0,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,NRRL 25432,NRRL 25432
GCA_012610825.1_USDA_Fov4_1.0,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,NRRL 25434,NRRL 25434
GCA_012610815.1_USDA_Fov8_1.0,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,NRRL 31665,NRRL 31665
GCA_049000195.1_FovSG1v2,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,SG1,SG1
GCA_009602505.1_ASM960250v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,TF1,TF1
GCA_052056925.1_ASM5205692v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,TX11,TX11
GCA_051943205.1_ASM5194320v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,TX44,TX44
GCA_032991405.1_FOV4_Tm2_1.0,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,Tm2,Tm2
GCA_049307005.1_FoV-VCG-01111,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VCG 01111,VCG 01111
GCA_049306905.1_FoV-VCG-01112,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VCG 01112,VCG 01112
GCA_025267595.1_ASM2526759v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44202,VPRI44202
GCA_025267705.1_ASM2526770v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44207,VPRI44207
GCA_025267685.1_ASM2526768v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44211,VPRI44211
GCA_025217205.1_ASM2521720v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44267,VPRI44267
GCA_025217245.1_ASM2521724v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44268,VPRI44268
GCA_025216185.1_ASM2521618v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44281,VPRI44281
GCA_025216145.1_ASM2521614v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44282,VPRI44282
GCA_025216125.1_ASM2521612v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44283,VPRI44283
GCA_025216525.1_ASM2521652v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44295,VPRI44295
GCA_025216465.1_ASM2521646v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44296,VPRI44296
GCA_025216485.1_ASM2521648v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44297,VPRI44297
GCA_025216505.1_ASM2521650v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44298,VPRI44298
GCA_025216445.1_ASM2521644v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44299,VPRI44299
GCA_025216425.1_ASM2521642v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44300,VPRI44300
GCA_025216385.1_ASM2521638v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44301,VPRI44301
GCA_025216405.1_ASM2521640v1,Fusarium oxysporum f. sp. vasinfectum,Fusarium oxysporum f. sp. vasinfectum,VPRI44303,VPRI44303
GCA_025216345.1_ASM2521634v1,Fusarium oxysporum,Fusarium oxysporum,VPRI44304,VPRI44304
GCA_000260175.2_FO_Cotton_V1,Fusarium oxysporum,Fusarium oxysporum,25433,25433
GCA_025203755.1_ASM2520375v1,Fusarium oxysporum f. sp. zingiberi,Fusarium oxysporum f. sp. zingiberi,VPRI44200,VPRI44200
GCA_025217045.1_ASM2521704v1,Fusarium oxysporum f. sp. zingiberi,Fusarium oxysporum f. sp. zingiberi,VPRI44278,VPRI44278
GCA_025217005.1_ASM2521700v1,Fusarium oxysporum f. sp. zingiberi,Fusarium oxysporum f. sp. zingiberi,VPRI44279,VPRI44279
GCA_025216965.1_ASM2521696v1,Fusarium oxysporum f. sp. zingiberi,Fusarium oxysporum f. sp. zingiberi,VPRI44280,VPRI44280
GCA_051624415.1_ASM5162441v1,Fusarium oxysporum,Fusarium oxysporum,pin22,pin22
GCA_014899045.1_ASM1489904v1,Fusarium palustre,Fusarium palustre,NRRL 54050,NRRL 54050
GCA_013186395.1_ASM1318639v1,Fusarium papillatum,Fusarium papillatum,NRRL 62944,NRRL 62944
GCA_013623825.1_ASM1362382v1,Fusarium parabolicum,Fusarium parabolicum,NRRL 6227,NRRL 6227
GCA_027886155.1_ASM2788615v1,Fusarium paranaense,Fusarium paranaense,CML1830,CML1830
GCA_013623535.1_ASM1362353v1,Fusarium penzigii,Fusarium penzigii,NRRL 20711,NRRL 20711
GCA_050370095.1_ASM5037009v1,Fusarium phalaenopsidis,Fusarium phalaenopsidis,FUZ10S,FUZ10S
GCA_001680515.1_ASM168051v1,Fusarium phaseoli,Fusarium phaseoli,NRRL 31156,NRRL 31156
GCA_040822225.1_ASM4082222v1,Fusarium phialophorum,Fusarium phialophorum,CR1.1,CR1.1
GCA_013396025.1_ASM1339602v1,Fusarium phyllophilum,Fusarium phyllophilum,NRRL 13617,NRRL 13617
GCA_020615335.1_ASM2061533v1,Fusarium pilosicola,Fusarium pilosicola,CMWF1183,CMWF1183
GCA_002165215.1_FUSPIN1.0,Fusarium pininemorale,Fusarium pininemorale,CMW 25243,CMW 25243
GCA_027886205.1_ASM2788620v1,Fusarium piperis,Fusarium piperis,CML2186,CML2186
GCA_027946385.1_ASM2794638v1,Fusarium piperis,Fusarium piperis,IMI 366586,IMI 366586
GCA_001675295.1_FPOA1.0,Fusarium poae,Fusarium poae,2516,2516
GCF_019609905.1_ASM1960990v1,Fusarium poae,Fusarium poae,DAOMC 252244,DAOMC 252244
GCA_051942535.1_ASM5194253v1,Fusarium poae,Fusarium poae,FML61,FML61
GCA_046056315.1_ASM4605631v1,Fusarium poae,Fusarium poae,Fp133,Fp133
GCA_030719145.1_ASM3071914v1,Fusarium poae,Fusarium poae,IBT 40006,IBT 40006
GCA_030719115.1_ASM3071911v1,Fusarium poae,Fusarium poae,IBT 9924,IBT 9924
GCA_030719155.1_ASM3071915v1,Fusarium poae,Fusarium poae,IBT 9928,IBT 9928
GCA_030719135.1_ASM3071913v1,Fusarium poae,Fusarium poae,IBT 9973,IBT 9973
GCA_030719125.1_ASM3071912v1,Fusarium poae,Fusarium poae,IBT 9988,IBT 9988
GCA_013623615.1_ASM1362361v1,Fusarium poae,Fusarium poae,NRRL 26941,NRRL 26941
GCA_002093855.1_ASM209385v1,Fusarium praegraminearum,Fusarium praegraminearum,NRRL 39664,NRRL 39664
GCA_959609175.1_Fp_DSM106835,Fusarium proliferatum,Fusarium proliferatum,,
GCA_001705295.1_ASM170529v1,Fusarium proliferatum,Fusarium proliferatum,CF-295141,CF-295141
GCA_003123625.1_ASM312362v1,Fusarium proliferatum,Fusarium proliferatum,COH1152,COH1152
GCA_022627135.1_ASM2262713v1,Fusarium proliferatum,Fusarium proliferatum,FFSC RH7,FFSC RH7
GCA_040114165.1_ASM4011416v1,Fusarium proliferatum,Fusarium proliferatum,FV32964,FV32964
GCA_040114135.1_ASM4011413v1,Fusarium proliferatum,Fusarium proliferatum,FV32966,FV32966
GCA_002234285.1_Fol3,Fusarium proliferatum,Fusarium proliferatum,Fol3,Fol3
GCA_018350245.1_ASM1835024v1,Fusarium proliferatum,Fusarium proliferatum,Fp9,Fp9
GCA_003615215.1_Fp_A8_v1,Fusarium proliferatum,Fusarium proliferatum,Fp_A8,Fp_A8
GCA_040114185.1_ASM4011418v1,Fusarium proliferatum,Fusarium proliferatum,Fpro1B7,Fpro1B7
GCA_003290285.1_FPRO05,Fusarium proliferatum,Fusarium proliferatum,ITEM 2341,ITEM 2341
GCA_017309865.1_FPRO04,Fusarium proliferatum,Fusarium proliferatum,KF3377,KF3377
GCA_003704965.1_ASM370496v1,Fusarium proliferatum,Fusarium proliferatum,MOD1-FUNGI12,MOD1-FUNGI12
GCA_003705095.1_ASM370509v1,Fusarium proliferatum,Fusarium proliferatum,MOD1-FUNGI13,MOD1-FUNGI13
GCA_003704895.1_ASM370489v1,Fusarium proliferatum,Fusarium proliferatum,MOD1-FUNGI14,MOD1-FUNGI14
GCA_003704885.1_ASM370488v1,Fusarium proliferatum,Fusarium proliferatum,MOD1-FUNGI15,MOD1-FUNGI15
GCA_003704875.1_ASM370487v1,Fusarium proliferatum,Fusarium proliferatum,MOD1-FUNGI19,MOD1-FUNGI19
GCA_003709405.1_ASM370940v1,Fusarium proliferatum,Fusarium proliferatum,MOD1-FUNGI8,MOD1-FUNGI8
GCA_017309895.1_FPRO06,Fusarium proliferatum,Fusarium proliferatum,MPVP 328,MPVP 328
GCA_019022535.1_ASM1902253v1,Fusarium proliferatum,Fusarium proliferatum,MR5,MR5
GCA_013758875.1_ASM1375887v1,Fusarium proliferatum,Fusarium proliferatum,NRRL 43689,NRRL 43689
GCA_019843625.1_ASM1984362v1,Fusarium proliferatum,Fusarium proliferatum,NRRL 66323,NRRL 66323
GCA_013758985.1_ASM1375898v1,Fusarium proliferatum,Fusarium proliferatum,NRRL 66682,NRRL 66682
GCA_036288945.1_ASM3628894v1,Fusarium proliferatum,Fusarium proliferatum,NRRL62905,NRRL62905
GCA_017309875.1_FPRO03,Fusarium proliferatum,Fusarium proliferatum,R16,R16
GCA_055473395.1_ASM5547339v1,Fusarium proliferatum,Fusarium proliferatum,STSP,STSP
GCA_033822135.1_ASM3382213v1,Fusarium proliferatum,Fusarium proliferatum,TQN5T H11,TQN5T H11
GCA_051529705.1_ASM5152970v1,Fusarium proliferatum,Fusarium proliferatum,VPRI22631,VPRI22631
GCA_051529725.1_ASM5152972v1,Fusarium proliferatum,Fusarium proliferatum,VPRI44629,VPRI44629
GCA_051529685.1_ASM5152968v1,Fusarium proliferatum,Fusarium proliferatum,VPRI44632,VPRI44632
GCA_051529665.1_ASM5152966v1,Fusarium proliferatum,Fusarium proliferatum,VPRI44633,VPRI44633
GCA_051380515.1_ASM5138051v1,Fusarium proliferatum,Fusarium proliferatum,WAC11175,WAC11175
GCA_048414745.1_ASM4841474v1,Fusarium proliferatum,Fusarium proliferatum,YN41,YN41
GCA_047651765.1_ASM4765176v1,Fusarium proliferatum,Fusarium proliferatum,ZO-L2-4,ZO-L2-4
GCA_041380525.1_ASM4138052v1,Fusarium proliferatum,Fusarium proliferatum,stem,stem
GCF_900067095.1_F._proliferatum_ET1_version_1,Fusarium proliferatum,Fusarium proliferatum,ET1,ET1
GCA_011320165.1_ASM1132016v1,Fusarium protoensiforme,Fusarium protoensiforme,NRRL 22178,NRRL 22178
GCA_013395995.1_ASM1339599v1,Fusarium pseudoanthophilum,Fusarium pseudoanthophilum,NRRL 25211,NRRL 25211
GCA_013396035.1_ASM1339603v1,Fusarium pseudocircinatum,Fusarium pseudocircinatum,NRRL 36939,NRRL 36939
GCA_000974265.2_CS3270v5.4,Fusarium pseudograminearum,Fusarium pseudograminearum,CS3270,CS3270
GCA_016952305.1_ASM1695230v1,Fusarium pseudograminearum,Fusarium pseudograminearum,Class2-1C,Class2-1C
GCA_024752415.1_ASM2475241v1,Fusarium pseudograminearum,Fusarium pseudograminearum,Fp22-2,Fp22-2
GCA_050516575.1_ASM5051657v1,Fusarium pseudograminearum,Fusarium pseudograminearum,Karbala1,Karbala1
GCA_001703955.2_RBG5266v2,Fusarium pseudograminearum,Fusarium pseudograminearum,RBG5266,RBG5266
GCF_000303195.2_FP7,Fusarium pseudograminearum,Fusarium pseudograminearum,CS3096,CS3096
GCA_013186785.1_ASM1318678v1,Fusarium pseudonygamai,Fusarium pseudonygamai,NRRL 13592,NRRL 13592
GCA_040822135.1_ASM4082213v1,Fusarium purpurascens,Fusarium purpurascens,C058,C058
GCA_013186855.1_ASM1318685v1,Fusarium ramigenum,Fusarium ramigenum,NRRL 25208,NRRL 25208
GCF_020744475.1_Fusre1,Fusarium redolens,Fusarium redolens,MPI-CAGE-AT-0023,MPI-CAGE-AT-0023
GCA_014899085.1_ASM1489908v1,Fusarium redolens,Fusarium redolens,NRRL 22901,NRRL 22901
GCA_019843785.1_ASM1984378v1,Fusarium redolens,Fusarium redolens,NRRL 28421,NRRL 28421
GCA_035773055.1_ASM3577305v1,Fusarium redolens,Fusarium redolens,QK1,QK1
GCA_017562085.1_Fr_YP04,Fusarium redolens,Fusarium redolens,YP04,YP04
GCA_024115165.1_ASM2411516v1,Fusarium robinianum,Fusarium robinianum,CBS 430.91,CBS 430.91
GCA_013623725.1_ASM1362372v1,Fusarium robinianum,Fusarium robinianum,NRRL 25729,NRRL 25729
GCA_048414715.1_ASM4841471v1,Fusarium sacchari,Fusarium sacchari,CNO1,CNO1
GCA_017165645.1_ASM1716564v1,Fusarium sacchari,Fusarium sacchari,FS66,FS66
GCA_033675115.1_ASM3367511v1,Fusarium sacchari,Fusarium sacchari,GXUF-1,GXUF-1
GCA_055255615.1_ASM5525561v1,Fusarium sacchari,Fusarium sacchari,HAVH-2025,HAVH-2025
GCA_013759005.1_ASM1375900v1,Fusarium sacchari,Fusarium sacchari,NRRL 66326,NRRL 66326
GCA_054858035.1_ASM5485803v1,Fusarium sacchari,Fusarium sacchari,PB09,PB09
GCA_001567575.1_Fsamv1.0,Fusarium sambucinum,Fusarium sambucinum,F-4,F-4
GCA_047301595.1_ASM4730159v1,Fusarium sambucinum,Fusarium sambucinum,GUCCf09,GUCCf09
GCA_014899025.1_ASM1489902v1,Fusarium sambucinum,Fusarium sambucinum,NRRL 13708,NRRL 13708
GCA_041870755.1_OSU_Fsam_1.1,Fusarium sambucinum,Fusarium sambucinum,hop_citra,hop_citra
GCA_050947815.1_OSU_Fsam_2.1,Fusarium sambucinum,Fusarium sambucinum,potato_lamoka,potato_lamoka
GCA_013266185.1_ASM1326618v1,Fusarium sarcochroum,Fusarium sarcochroum,NRRL 20472,NRRL 20472
GCA_004367495.1_Fusarium_scirpi_NRRL_66328,Fusarium scirpi,Fusarium scirpi,NRRL 66328,NRRL 66328
GCA_024112715.1_ASM2411271v1,Fusarium secorum,Fusarium secorum,CBS 175.32,CBS 175.32
GCA_013363185.1_ASM1336318v1,Fusarium secorum,Fusarium secorum,NRRL 62593,NRRL 62593
GCA_013623625.1_ASM1362362v1,Fusarium setosum,Fusarium setosum,NRRL 36526,NRRL 36526
GCA_014898995.1_ASM1489899v1,Fusarium sibiricum,Fusarium sibiricum,NRRL 53430,NRRL 53430
GCA_019843635.1_ASM1984363v1,Fusarium siculi,Fusarium siculi,KOD 1856,KOD 1856
GCA_019320015.1_ASM1932001v1,Fusarium solani,Fusarium solani,1-Jan,1-Jan
GCA_050613615.1_ASM5061361v1,Fusarium solani,Fusarium solani,2021000008,2021000008
GCA_027945525.1_F_sol_A01-1,Fusarium solani,Fusarium solani,A01-1,A01-1
GCA_055801755.1_ASM5580175v1,Fusarium solani,Fusarium solani,BAT 10,BAT 10
GCA_045529305.1_TL_NS_CBS140079,Fusarium solani,Fusarium solani,CBS 140079,CBS 140079
GCA_046630125.1_DGL_Fsol_CC_50,Fusarium solani,Fusarium solani,CC_50,CC_50
GCA_030014125.1_ASM3001412v1,Fusarium solani,Fusarium solani,CR12,CR12
GCA_053771435.1_ASM5377143v1,Fusarium solani,Fusarium solani,CSH_1,CSH_1
GCA_049901755.1_DGL_Fsol_CSH_2,Fusarium solani,Fusarium solani,CSH_2,CSH_2
GCA_046630155.1_DGL_Fsol_CSH_7,Fusarium solani,Fusarium solani,CSH_7,CSH_7
GCA_054370135.1_ASM5437013v1,Fusarium solani,Fusarium solani,Cherokee5,Cherokee5
GCA_029603225.1_F2,Fusarium solani,Fusarium solani,F2,F2
GCA_040436825.1_ASM4043682v1,Fusarium solani,Fusarium solani,F421,F421
GCF_020744495.1_Fusso1,Fusarium solani,Fusarium solani,FSSC 5 MPI-SDFR-AT-0091,FSSC 5 MPI-SDFR-AT-0091
GCA_027574645.1_ASM2757464v1,Fusarium solani,Fusarium solani,GU-3,GU-3
GCA_013168735.1_IISc_Fs_1.0,Fusarium solani,Fusarium solani,IISc-1,IISc-1
GCA_002215905.1_ASM221590v1,Fusarium solani,Fusarium solani,JS-169,JS-169
GCA_044510215.1_ASM4451021v1,Fusarium solani,Fusarium solani,KMZW-1,KMZW-1
GCA_024220475.1_Fusarium_solani_Karbala-1,Fusarium solani,Fusarium solani,Karbala-1,Karbala-1
GCA_044646775.1_ASM4464677v1,Fusarium solani,Fusarium solani,NAPSME6.1,NAPSME6.1
GCA_033085375.1_ASM3308537v1,Fusarium solani,Fusarium solani,NK-NH1,NK-NH1
GCF_023522795.1_NDSU_Fsol_1.0,Fusarium solani,Fusarium solani,SB1,SB1
GCA_051943245.1_ASM5194324v1,Fusarium solani,Fusarium solani,SC02,SC02
GCA_035772955.1_ASM3577295v1,Fusarium solani,Fusarium solani,SX13,SX13
GCA_027886225.1_ASM2788622v1,Fusarium solani-melongenae,Fusarium solani-melongenae,CML2203,CML2203
GCA_023101225.1_ASM2310122v1,Fusarium solani-melongenae,Fusarium solani-melongenae,CRI 24-3,CRI 24-3
GCA_017579625.1_ASM1757962v1,Fusarium sororula,Fusarium sororula,FCC 5425,FCC 5425
GCA_014885045.1_ASM1488504v1,Fusarium sp. 'flavolapis',Fusarium sp. flavolapis,MK7,MK7
GCA_014884825.1_ASM1488482v1,Fusarium sp. 190-020-2,Fusarium sp. 190-020-2,190-020-2,190-020-2
GCA_003947015.1_NRRL62590.SPAdes,Fusarium sp. AF-6,Fusarium sp. AF-6,NRRL62590,NRRL62590
GCA_013416785.2_ASM1341678v2,Fusarium sp. BWC1,Fusarium sp. BWC1,BWC1,BWC1
GCA_020976545.1_ASM2097654v1,Fusarium sp. Barmshour,Fusarium sp. Barmshour,Barmshour,Barmshour
GCA_021533815.1_ASM2153381v1,Fusarium sp. C39,Fusarium sp. C39,C39,C39
GCA_017656595.1_ASM1765659v1,Fusarium sp. CBS 123663,Fusarium sp. CBS 123663,CBS 123663,CBS 123663
GCA_052814685.1_ASM5281468v1,Fusarium sp. DN689,Fusarium sp. DN689,DN689,DN689
GCA_014764975.2_SF-1-001,Fusarium sp. DS 682,Fusarium sp. DS 682,DS 682,DS 682
GCA_022627095.1_ASM2262709v1,Fusarium sp. FIESC RH6,Fusarium sp. FIESC RH6,FIESC RH6,FIESC RH6
GCA_030142105.1_ASM3014210v1,Fusarium sp. FL617,Fusarium sp. FL617,FL617,FL617
GCA_013618385.1_ASM1361838v1,Fusarium sp. FSAMSC_23,Fusarium sp. FSAMSC_23,FSAMSC_23,FSAMSC_23
GCA_040114085.1_ASM4011408v1,Fusarium sp. FV-FL-02,Fusarium sp. FV-FL-02,FV-FL-02,FV-FL-02
GCA_040114105.1_ASM4011410v1,Fusarium sp. FV32968,Fusarium sp. FV32968,FV32968,FV32968
GCA_017654865.1_FW16,Fusarium sp. FW16.1,Fusarium sp. FW16.1,FW16.1,FW16.1
GCA_051527795.1_YNP18,Fusarium sp. G73,Fusarium sp. G73,G73,G73
GCA_051527775.1_YNP19,Fusarium sp. G74,Fusarium sp. G74,G74,G74
GCA_021223625.1_ASM2122362v1,Fusarium sp. HKF-74,Fusarium sp. HKF-74,HKF-74,HKF-74
GCA_056098845.1_ASM5609884v1,Fusarium sp. IMII-1,Fusarium sp. IMII-1,IMII-1,IMII-1
GCA_000966855.1_ASM96685v1,Fusarium sp. JS1030,Fusarium sp. JS1030,JS1030,JS1030
GCA_000966865.1_ASM96686v1,Fusarium sp. JS626,Fusarium sp. JS626,JS626,JS626
GCA_013624395.1_ASM1362439v1,Fusarium sp. KOD 1611,Fusarium sp. KOD 1611,KOD 1611,KOD 1611
GCA_053895085.1_ASM5389508v1,Fusarium sp. LD-2025a,Fusarium sp. LD-2025a,ET-2022-52,ET-2022-52
GCA_025433615.1_ASM2543361v1,Fusarium sp. LHS14.1,Fusarium sp. LHS14.1,LHS14.1,LHS14.1
GCA_052814515.1_UdelaR_FusM34D1,Fusarium sp. M34D1,Fusarium sp. M34D1,M34D1,M34D1
GCA_037576055.1_ASM3757605v1,Fusarium sp. M6JPR69,Fusarium sp. M6JPR69,M6JPR69,M6JPR69
GCA_030777545.1_ASM3077754v1,Fusarium sp. MBC 101,Fusarium sp. MBC 101,MBC 101,MBC 101
GCA_030411635.1_ASM3041163v1,Fusarium sp. MBC 119,Fusarium sp. MBC 119,MBC 119,MBC 119
GCA_030772735.1_ASM3077273v1,Fusarium sp. MBC 181,Fusarium sp. MBC 181,MBC 181,MBC 181
GCA_030777805.1_ASM3077780v1,Fusarium sp. MBC 364,Fusarium sp. MBC 364,MBC 364,MBC 364
GCA_030779245.1_ASM3077924v1,Fusarium sp. MBC 438,Fusarium sp. MBC 438,MBC 438,MBC 438
GCA_030779165.1_ASM3077916v1,Fusarium sp. MBC 441,Fusarium sp. MBC 441,MBC 441,MBC 441
GCA_020744335.1_Fusco1,Fusarium sp. MPI-SDFR-AT-0072,Fusarium sp. MPI-SDFR-AT-0072,MPI-SDFR-AT-0072,MPI-SDFR-AT-0072
GCA_033439405.1_ASM3343940v1,Fusarium sp. NFCCI 5145,Fusarium sp. NFCCI 5145,NFCCI 5145,NFCCI 5145
GCA_013010345.1_ASM1301034v1,Fusarium sp. NRRL 22101,Fusarium sp. NRRL 22101,NRRL 22101,NRRL 22101
GCA_013755755.1_ASM1375575v1,Fusarium sp. NRRL 25184,Fusarium sp. NRRL 25184,NRRL 25184,NRRL 25184
GCA_013396255.1_ASM1339625v1,Fusarium sp. NRRL 25303,Fusarium sp. NRRL 25303,NRRL 25303,NRRL 25303
GCA_013759095.1_ASM1375909v1,Fusarium sp. NRRL 29148,Fusarium sp. NRRL 29148,NRRL 29148,NRRL 29148
GCA_013759115.1_ASM1375911v1,Fusarium sp. NRRL 47473,Fusarium sp. NRRL 47473,NRRL 47473,NRRL 47473
GCA_013396095.1_ASM1339609v1,Fusarium sp. NRRL 52700,Fusarium sp. NRRL 52700,NRRL 52700,NRRL 52700
GCA_013759125.1_ASM1375912v1,Fusarium sp. NRRL 53293,Fusarium sp. NRRL 53293,NRRL 53293,NRRL 53293
GCA_013184445.1_ASM1318444v1,Fusarium sp. NRRL 53497,Fusarium sp. NRRL 53497,NRRL 53497,NRRL 53497
GCA_013186425.2_ASM1318642v2,Fusarium sp. NRRL 62610,Fusarium sp. NRRL 62610,NRRL 62610,NRRL 62610
GCA_012978535.1_ASM1297853v1,Fusarium sp. NRRL 62957,Fusarium sp. NRRL 62957,NRRL 62957,NRRL 62957
GCA_013186415.1_ASM1318641v1,Fusarium sp. NRRL 66088,Fusarium sp. NRRL 66088,NRRL 66088,NRRL 66088
GCA_013266265.1_ASM1326626v1,Fusarium sp. NRRL 66182,Fusarium sp. NRRL 66182,NRRL 66182,NRRL 66182
GCA_004367055.1_FIESC_33_NRRL_66335_ITEM_10395,Fusarium sp. NRRL 66335,Fusarium sp. NRRL 66335,NRRL 66335,NRRL 66335
